OF_id,fornecedor,categoria,valor,prazo_entrega,dias_para_vencer,risk_score,prioridade,motivo_notificacao,assunto,mensagem,status_envio
589,Fornecedor_16,Insumos,27889.38,2023-07-07,-1058,0.574902501879166,Média,prazo próximo do vencimento,Acompanhamento da OF 589 - prioridade Média,"Prezado fornecedor Fornecedor_16,

A Ordem de Fornecimento 589 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-07-07 00:00:00 e o escore de risco calculado é 0.57.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
590,Fornecedor_10,Insumos,12558.12,2023-07-07,-1058,0.3097591581623863,Baixa,prazo próximo do vencimento,Acompanhamento da OF 590 - prioridade Baixa,"Prezado fornecedor Fornecedor_10,

A Ordem de Fornecimento 590 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-07-07 00:00:00 e o escore de risco calculado é 0.31.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
591,Fornecedor_14,Medicamentos,31127.91,2023-10-10,-963,0.3084781184779848,Baixa,prazo próximo do vencimento,Acompanhamento da OF 591 - prioridade Baixa,"Prezado fornecedor Fornecedor_14,

A Ordem de Fornecimento 591 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-10-10 00:00:00 e o escore de risco calculado é 0.31.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
592,Fornecedor_16,Insumos,25651.03,2024-01-11,-870,0.2186406468838368,Baixa,prazo próximo do vencimento,Acompanhamento da OF 592 - prioridade Baixa,"Prezado fornecedor Fornecedor_16,

A Ordem de Fornecimento 592 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2024-01-11 00:00:00 e o escore de risco calculado é 0.22.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
593,Fornecedor_5,Medicamentos,35975.11,2023-04-06,-1150,0.6764293504060721,Média,prazo próximo do vencimento,Acompanhamento da OF 593 - prioridade Média,"Prezado fornecedor Fornecedor_5,

A Ordem de Fornecimento 593 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-04-06 00:00:00 e o escore de risco calculado é 0.68.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
594,Fornecedor_16,Equipamentos,44590.82,2023-09-02,-1001,0.3708357782774845,Baixa,prazo próximo do vencimento,Acompanhamento da OF 594 - prioridade Baixa,"Prezado fornecedor Fornecedor_16,

A Ordem de Fornecimento 594 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-09-02 00:00:00 e o escore de risco calculado é 0.37.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
595,Fornecedor_11,Medicamentos,36428.59,2023-09-06,-997,0.0528907866299816,Baixa,prazo próximo do vencimento,Acompanhamento da OF 595 - prioridade Baixa,"Prezado fornecedor Fornecedor_11,

A Ordem de Fornecimento 595 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-09-06 00:00:00 e o escore de risco calculado é 0.05.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
596,Fornecedor_8,Equipamentos,26662.0,2024-01-12,-869,0.2347849322374458,Baixa,prazo próximo do vencimento,Acompanhamento da OF 596 - prioridade Baixa,"Prezado fornecedor Fornecedor_8,

A Ordem de Fornecimento 596 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2024-01-12 00:00:00 e o escore de risco calculado é 0.23.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
597,Fornecedor_7,Medicamentos,23284.61,2023-04-11,-1145,0.5539988292601762,Média,prazo próximo do vencimento,Acompanhamento da OF 597 - prioridade Média,"Prezado fornecedor Fornecedor_7,

A Ordem de Fornecimento 597 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-04-11 00:00:00 e o escore de risco calculado é 0.55.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
598,Fornecedor_10,Medicamentos,9961.62,2023-01-31,-1215,0.3221185525018756,Baixa,prazo próximo do vencimento,Acompanhamento da OF 598 - prioridade Baixa,"Prezado fornecedor Fornecedor_10,

A Ordem de Fornecimento 598 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-01-31 00:00:00 e o escore de risco calculado é 0.32.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
599,Fornecedor_20,Insumos,5150.47,2023-07-02,-1063,0.2216954818619162,Baixa,prazo próximo do vencimento,Acompanhamento da OF 599 - prioridade Baixa,"Prezado fornecedor Fornecedor_20,

A Ordem de Fornecimento 599 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-07-02 00:00:00 e o escore de risco calculado é 0.22.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
600,Fornecedor_19,Insumos,37776.96,2023-02-03,-1212,0.3621534964979636,Baixa,prazo próximo do vencimento,Acompanhamento da OF 600 - prioridade Baixa,"Prezado fornecedor Fornecedor_19,

A Ordem de Fornecimento 600 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-02-03 00:00:00 e o escore de risco calculado é 0.36.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
601,Fornecedor_13,Equipamentos,4018.91,2024-01-02,-879,0.538840532492043,Média,prazo próximo do vencimento,Acompanhamento da OF 601 - prioridade Média,"Prezado fornecedor Fornecedor_13,

A Ordem de Fornecimento 601 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2024-01-02 00:00:00 e o escore de risco calculado é 0.54.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
602,Fornecedor_8,Medicamentos,39915.52,2023-01-30,-1216,0.57437999228225,Média,prazo próximo do vencimento,Acompanhamento da OF 602 - prioridade Média,"Prezado fornecedor Fornecedor_8,

A Ordem de Fornecimento 602 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-01-30 00:00:00 e o escore de risco calculado é 0.57.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
603,Fornecedor_16,Medicamentos,8823.44,2023-11-11,-931,0.5789838872838453,Média,prazo próximo do vencimento,Acompanhamento da OF 603 - prioridade Média,"Prezado fornecedor Fornecedor_16,

A Ordem de Fornecimento 603 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-11-11 00:00:00 e o escore de risco calculado é 0.58.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
604,Fornecedor_16,Medicamentos,5268.12,2023-12-25,-887,0.3061078052885986,Baixa,prazo próximo do vencimento,Acompanhamento da OF 604 - prioridade Baixa,"Prezado fornecedor Fornecedor_16,

A Ordem de Fornecimento 604 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-25 00:00:00 e o escore de risco calculado é 0.31.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
605,Fornecedor_11,Medicamentos,25714.64,2023-02-15,-1200,0.113446018202801,Baixa,prazo próximo do vencimento,Acompanhamento da OF 605 - prioridade Baixa,"Prezado fornecedor Fornecedor_11,

A Ordem de Fornecimento 605 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-02-15 00:00:00 e o escore de risco calculado é 0.11.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
606,Fornecedor_8,Medicamentos,44770.12,2023-07-23,-1042,0.6300539190231835,Média,prazo próximo do vencimento,Acompanhamento da OF 606 - prioridade Média,"Prezado fornecedor Fornecedor_8,

A Ordem de Fornecimento 606 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-07-23 00:00:00 e o escore de risco calculado é 0.63.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
607,Fornecedor_9,Insumos,35696.81,2023-07-11,-1054,0.3258012929597204,Baixa,prazo próximo do vencimento,Acompanhamento da OF 607 - prioridade Baixa,"Prezado fornecedor Fornecedor_9,

A Ordem de Fornecimento 607 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-07-11 00:00:00 e o escore de risco calculado é 0.33.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
608,Fornecedor_17,Medicamentos,20093.13,2023-05-12,-1114,0.2290074122797678,Baixa,prazo próximo do vencimento,Acompanhamento da OF 608 - prioridade Baixa,"Prezado fornecedor Fornecedor_17,

A Ordem de Fornecimento 608 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-05-12 00:00:00 e o escore de risco calculado é 0.23.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
609,Fornecedor_3,Equipamentos,12007.71,2023-06-12,-1083,0.2959674168420878,Baixa,prazo próximo do vencimento,Acompanhamento da OF 609 - prioridade Baixa,"Prezado fornecedor Fornecedor_3,

A Ordem de Fornecimento 609 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-06-12 00:00:00 e o escore de risco calculado é 0.30.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
610,Fornecedor_5,Tecnologia,45742.8,2024-01-11,-870,0.4566224155899708,Média,prazo próximo do vencimento,Acompanhamento da OF 610 - prioridade Média,"Prezado fornecedor Fornecedor_5,

A Ordem de Fornecimento 610 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2024-01-11 00:00:00 e o escore de risco calculado é 0.46.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
611,Fornecedor_4,Insumos,13715.57,2023-05-29,-1097,0.6154063671368836,Média,prazo próximo do vencimento,Acompanhamento da OF 611 - prioridade Média,"Prezado fornecedor Fornecedor_4,

A Ordem de Fornecimento 611 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-05-29 00:00:00 e o escore de risco calculado é 0.62.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
612,Fornecedor_8,Insumos,25760.36,2023-06-08,-1087,0.7360399975843898,Alta,risco preditivo elevado; prazo próximo do vencimento,Acompanhamento da OF 612 - prioridade Alta,"Prezado fornecedor Fornecedor_8,

A Ordem de Fornecimento 612 apresenta prioridade Alta no acompanhamento de entrega. O prazo registrado é 2023-06-08 00:00:00 e o escore de risco calculado é 0.74.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
613,Fornecedor_18,Tecnologia,29285.17,2023-12-07,-905,0.3144922817012179,Baixa,prazo próximo do vencimento,Acompanhamento da OF 613 - prioridade Baixa,"Prezado fornecedor Fornecedor_18,

A Ordem de Fornecimento 613 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-07 00:00:00 e o escore de risco calculado é 0.31.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
614,Fornecedor_8,Medicamentos,15145.03,2023-03-23,-1164,0.6042887655957483,Média,prazo próximo do vencimento,Acompanhamento da OF 614 - prioridade Média,"Prezado fornecedor Fornecedor_8,

A Ordem de Fornecimento 614 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-03-23 00:00:00 e o escore de risco calculado é 0.60.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
615,Fornecedor_15,Insumos,26610.45,2023-07-09,-1056,0.528831789263312,Média,prazo próximo do vencimento,Acompanhamento da OF 615 - prioridade Média,"Prezado fornecedor Fornecedor_15,

A Ordem de Fornecimento 615 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-07-09 00:00:00 e o escore de risco calculado é 0.53.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
616,Fornecedor_12,Equipamentos,42625.08,2023-07-20,-1045,0.6116210255476832,Média,prazo próximo do vencimento,Acompanhamento da OF 616 - prioridade Média,"Prezado fornecedor Fornecedor_12,

A Ordem de Fornecimento 616 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-07-20 00:00:00 e o escore de risco calculado é 0.61.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
617,Fornecedor_20,Insumos,12165.02,2023-04-13,-1143,0.2614654632470488,Baixa,prazo próximo do vencimento,Acompanhamento da OF 617 - prioridade Baixa,"Prezado fornecedor Fornecedor_20,

A Ordem de Fornecimento 617 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-04-13 00:00:00 e o escore de risco calculado é 0.26.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
618,Fornecedor_12,Tecnologia,29409.36,2023-03-04,-1183,0.2543162105784425,Baixa,prazo próximo do vencimento,Acompanhamento da OF 618 - prioridade Baixa,"Prezado fornecedor Fornecedor_12,

A Ordem de Fornecimento 618 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-03-04 00:00:00 e o escore de risco calculado é 0.25.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
619,Fornecedor_14,Tecnologia,6696.28,2023-10-15,-958,0.6167423667918086,Média,prazo próximo do vencimento,Acompanhamento da OF 619 - prioridade Média,"Prezado fornecedor Fornecedor_14,

A Ordem de Fornecimento 619 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-10-15 00:00:00 e o escore de risco calculado é 0.62.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
620,Fornecedor_3,Insumos,23581.23,2023-10-10,-963,0.1060617434881746,Baixa,prazo próximo do vencimento,Acompanhamento da OF 620 - prioridade Baixa,"Prezado fornecedor Fornecedor_3,

A Ordem de Fornecimento 620 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-10-10 00:00:00 e o escore de risco calculado é 0.11.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
621,Fornecedor_13,Equipamentos,36629.41,2023-09-09,-994,0.3370121340520857,Baixa,prazo próximo do vencimento,Acompanhamento da OF 621 - prioridade Baixa,"Prezado fornecedor Fornecedor_13,

A Ordem de Fornecimento 621 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-09-09 00:00:00 e o escore de risco calculado é 0.34.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
622,Fornecedor_4,Medicamentos,44573.04,2023-10-24,-949,0.3074903361237364,Baixa,prazo próximo do vencimento,Acompanhamento da OF 622 - prioridade Baixa,"Prezado fornecedor Fornecedor_4,

A Ordem de Fornecimento 622 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-10-24 00:00:00 e o escore de risco calculado é 0.31.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
623,Fornecedor_19,Tecnologia,11425.86,2023-03-24,-1163,0.6854042303428536,Média,prazo próximo do vencimento,Acompanhamento da OF 623 - prioridade Média,"Prezado fornecedor Fornecedor_19,

A Ordem de Fornecimento 623 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-03-24 00:00:00 e o escore de risco calculado é 0.69.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
624,Fornecedor_15,Medicamentos,47782.84,2023-10-14,-959,0.2519289351813073,Baixa,prazo próximo do vencimento,Acompanhamento da OF 624 - prioridade Baixa,"Prezado fornecedor Fornecedor_15,

A Ordem de Fornecimento 624 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-10-14 00:00:00 e o escore de risco calculado é 0.25.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
625,Fornecedor_13,Tecnologia,5336.6,2023-07-03,-1062,0.2598731103296114,Baixa,prazo próximo do vencimento,Acompanhamento da OF 625 - prioridade Baixa,"Prezado fornecedor Fornecedor_13,

A Ordem de Fornecimento 625 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-07-03 00:00:00 e o escore de risco calculado é 0.26.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
626,Fornecedor_15,Medicamentos,40034.25,2023-05-28,-1098,0.5651962415621841,Média,prazo próximo do vencimento,Acompanhamento da OF 626 - prioridade Média,"Prezado fornecedor Fornecedor_15,

A Ordem de Fornecimento 626 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-05-28 00:00:00 e o escore de risco calculado é 0.57.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
627,Fornecedor_2,Medicamentos,8380.4,2023-05-18,-1108,0.2215826140704406,Baixa,prazo próximo do vencimento,Acompanhamento da OF 627 - prioridade Baixa,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 627 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-05-18 00:00:00 e o escore de risco calculado é 0.22.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
628,Fornecedor_8,Tecnologia,48151.58,2024-01-15,-866,0.6538076739219708,Média,prazo próximo do vencimento,Acompanhamento da OF 628 - prioridade Média,"Prezado fornecedor Fornecedor_8,

A Ordem de Fornecimento 628 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2024-01-15 00:00:00 e o escore de risco calculado é 0.65.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
629,Fornecedor_4,Insumos,15030.02,2023-07-08,-1057,0.6508954640596343,Média,prazo próximo do vencimento,Acompanhamento da OF 629 - prioridade Média,"Prezado fornecedor Fornecedor_4,

A Ordem de Fornecimento 629 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-07-08 00:00:00 e o escore de risco calculado é 0.65.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
630,Fornecedor_9,Medicamentos,15818.43,2023-03-31,-1156,0.0708888756127749,Baixa,prazo próximo do vencimento,Acompanhamento da OF 630 - prioridade Baixa,"Prezado fornecedor Fornecedor_9,

A Ordem de Fornecimento 630 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-03-31 00:00:00 e o escore de risco calculado é 0.07.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
631,Fornecedor_15,Medicamentos,43443.77,2023-09-23,-980,0.1744333404619764,Baixa,prazo próximo do vencimento,Acompanhamento da OF 631 - prioridade Baixa,"Prezado fornecedor Fornecedor_15,

A Ordem de Fornecimento 631 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-09-23 00:00:00 e o escore de risco calculado é 0.17.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
632,Fornecedor_11,Insumos,25456.55,2024-01-12,-869,0.0800551113915934,Baixa,prazo próximo do vencimento,Acompanhamento da OF 632 - prioridade Baixa,"Prezado fornecedor Fornecedor_11,

A Ordem de Fornecimento 632 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2024-01-12 00:00:00 e o escore de risco calculado é 0.08.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
633,Fornecedor_16,Insumos,29310.98,2023-05-12,-1114,0.3445919367975367,Baixa,prazo próximo do vencimento,Acompanhamento da OF 633 - prioridade Baixa,"Prezado fornecedor Fornecedor_16,

A Ordem de Fornecimento 633 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-05-12 00:00:00 e o escore de risco calculado é 0.34.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
634,Fornecedor_3,Insumos,41031.09,2023-04-09,-1147,0.3803461124998324,Baixa,prazo próximo do vencimento,Acompanhamento da OF 634 - prioridade Baixa,"Prezado fornecedor Fornecedor_3,

A Ordem de Fornecimento 634 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-04-09 00:00:00 e o escore de risco calculado é 0.38.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
635,Fornecedor_2,Tecnologia,45620.28,2023-12-03,-909,0.1283696952059289,Baixa,prazo próximo do vencimento,Acompanhamento da OF 635 - prioridade Baixa,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 635 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-03 00:00:00 e o escore de risco calculado é 0.13.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
636,Fornecedor_16,Equipamentos,24449.03,2023-09-01,-1002,0.5849123433395216,Média,prazo próximo do vencimento,Acompanhamento da OF 636 - prioridade Média,"Prezado fornecedor Fornecedor_16,

A Ordem de Fornecimento 636 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-09-01 00:00:00 e o escore de risco calculado é 0.58.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
637,Fornecedor_12,Medicamentos,40089.25,2023-09-06,-997,0.2406501966021297,Baixa,prazo próximo do vencimento,Acompanhamento da OF 637 - prioridade Baixa,"Prezado fornecedor Fornecedor_12,

A Ordem de Fornecimento 637 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-09-06 00:00:00 e o escore de risco calculado é 0.24.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
638,Fornecedor_4,Tecnologia,43506.94,2023-06-24,-1071,0.1947960971776505,Baixa,prazo próximo do vencimento,Acompanhamento da OF 638 - prioridade Baixa,"Prezado fornecedor Fornecedor_4,

A Ordem de Fornecimento 638 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-06-24 00:00:00 e o escore de risco calculado é 0.19.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
639,Fornecedor_9,Insumos,15419.71,2023-09-24,-979,0.5297267635385848,Média,prazo próximo do vencimento,Acompanhamento da OF 639 - prioridade Média,"Prezado fornecedor Fornecedor_9,

A Ordem de Fornecimento 639 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-09-24 00:00:00 e o escore de risco calculado é 0.53.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
640,Fornecedor_7,Medicamentos,17397.26,2024-01-06,-875,0.3182903232149383,Baixa,prazo próximo do vencimento,Acompanhamento da OF 640 - prioridade Baixa,"Prezado fornecedor Fornecedor_7,

A Ordem de Fornecimento 640 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2024-01-06 00:00:00 e o escore de risco calculado é 0.32.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
641,Fornecedor_13,Insumos,20443.13,2023-01-10,-1236,0.2591051117664171,Baixa,prazo próximo do vencimento,Acompanhamento da OF 641 - prioridade Baixa,"Prezado fornecedor Fornecedor_13,

A Ordem de Fornecimento 641 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-01-10 00:00:00 e o escore de risco calculado é 0.26.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
642,Fornecedor_1,Insumos,31943.14,2023-10-09,-964,0.578311108362073,Média,prazo próximo do vencimento,Acompanhamento da OF 642 - prioridade Média,"Prezado fornecedor Fornecedor_1,

A Ordem de Fornecimento 642 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-10-09 00:00:00 e o escore de risco calculado é 0.58.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
643,Fornecedor_4,Tecnologia,22091.35,2023-05-16,-1110,0.2345614658722456,Baixa,prazo próximo do vencimento,Acompanhamento da OF 643 - prioridade Baixa,"Prezado fornecedor Fornecedor_4,

A Ordem de Fornecimento 643 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-05-16 00:00:00 e o escore de risco calculado é 0.23.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
644,Fornecedor_2,Insumos,36374.98,2023-02-13,-1202,0.1945453021131717,Baixa,prazo próximo do vencimento,Acompanhamento da OF 644 - prioridade Baixa,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 644 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-02-13 00:00:00 e o escore de risco calculado é 0.19.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
